id,SalePrice
1461,124770.65314512541
1462,163727.84135454128
1463,175833.54291371076
1464,180388.78304245856
1465,189532.97854471733
1466,174602.16173588848
1467,166986.93788736718
1468,160854.70736820047
1469,194633.31825142587
1470,127667.27791188119
1471,209591.1233150285
1472,96068.18771317114
1473,95639.93886922966
1474,154714.69350238537
1475,139453.65835353103
1476,406080.7757290926
1477,257691.39182630592
1478,307869.8651040404
1479,285914.70091845276
1480,447285.3149503873
1481,326644.8501853822
1482,211096.5483070959
1483,172286.5824545665
1484,165884.07886925776
1485,179255.96200324732
1486,193907.61464999497
1487,349153.09748284507
1488,239940.60999591797
1489,195529.0013822787
1490,218513.4392840416
1491,191020.15170922663
1492,85483.984459106
1493,189014.59838546428
1494,295358.1492241116
1495,292426.284662412
1496,241478.1443830774
1497,179432.44866076868
1498,164235.4069950877
1499,165062.32723007753
1500,146541.46004499562
1501,162683.20997183715
1502,162656.67827027728
1503,290877.96751351084
1504,230646.12286553162
1505,220259.15705567916
1506,193395.11296072722
1507,232963.78343521777
1508,182977.91494954264
1509,157703.64804848144
1510,144093.68182069372
1511,140811.47407352383
1512,170180.8527449318
1513,153019.67926967362
1514,162469.86593114928
1515,190265.43984385775
1516,167650.90481397387
1517,160390.54181078373
1518,138450.02943445765
1519,227090.5962907737
1520,130795.82246068382
1521,136619.73117044015
1522,168694.03161214583
1523,106332.12185546114
1524,124201.4565138672
1525,126839.41414504207
1526,121758.68153743919
1527,108357.53294271787
1528,132256.17587932022
1529,143635.22972639446
1530,181460.26099689046
1531,104226.18686251105
1532,105228.80730968459
1533,146917.8764267899
1534,120957.51989506138
1535,151993.18244901372
1536,113667.86972696119
1537,77820.29670983668
1538,178559.88254214037
1539,215648.36433529865
1540,87850.87773163043
1541,143580.33812835327
1542,127714.63742787515
1543,219168.72841413855
1544,75568.26859188496
1545,104299.5529017134
1546,124465.45389104002
1547,114002.88247298342
1548,132465.64429104436
1549,112035.31102650671
1550,132235.12964601425
1551,121633.95214460834
1552,129878.18806248184
1553,163252.82042591448
1554,112436.01280524992
1555,162839.11617860393
1556,89712.35913280922
